Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T8214,4881,,ATM Withdrawal,1,Tablet,New York,1,66,6,Debit Card,0
T8215,1857,550.86,Bank Transfer,8,Tablet,Houston,3,4,8,,0
T8216,4823,962.6,Bank Transfer,19,Tablet,,4,80,9,Credit Card,0
T8217,3674,3154.55,ATM Withdrawal,11,Mobile,Seattle,4,60,7,UPI,0
T8218,2049,2043.82,Bank Transfer,7,Desktop,Boston,0,96,12,Net Banking,0
T8219,4990,3815.44,Bank Transfer,5,Desktop,New York,4,79,2,Credit Card,0
T8220,1298,628.92,POS Payment,10,Tablet,Houston,2,5,13,Credit Card,0
T8221,4148,961.66,POS Payment,,Mobile,Houston,3,26,11,Credit Card,0
T8222,1923,2794.53,Online Purchase,23,Desktop,Houston,0,100,3,Credit Card,0
T8223,1136,2506.24,Online Purchase,5,Tablet,,4,79,12,UPI,0
T8224,2043,1335.65,Bank Transfer,20,Mobile,Chicago,4,25,4,Credit Card,0
T8225,3487,2044.67,Bank Transfer,12,,San Francisco,1,102,1,UPI,0
T8226,1210,179.73,ATM Withdrawal,21,Mobile,Houston,1,69,2,UPI,0
T8227,3799,190.01,ATM Withdrawal,23,Mobile,New York,1,103,9,Debit Card,0
T8228,2574,479.16,Bank Transfer,19,Tablet,Miami,1,61,11,UPI,0
T8229,3482,,Bill Payment,9,Desktop,Miami,3,51,11,UPI,0
T8230,1779,4319.26,POS Payment,11,Tablet,Los Angeles,2,111,5,Credit Card,0
T8231,2230,,Bill Payment,4,Mobile,Boston,1,43,5,UPI,1
T8232,3486,174.53,POS Payment,4,Desktop,New York,2,25,13,UPI,0
T8233,2802,3544.59,Bank Transfer,3,Tablet,Chicago,4,28,9,Credit Card,0
T8234,3713,4277.48,POS Payment,19,Desktop,Boston,3,33,6,Debit Card,0
T8235,2065,695.17,Online Purchase,7,Tablet,San Francisco,0,79,4,Debit Card,1
T8236,1410,1931.81,Bank Transfer,10,Desktop,San Francisco,0,19,3,Credit Card,0
T8237,4594,797.89,Bank Transfer,13,Mobile,Houston,3,3,6,Net Banking,0
T8238,3853,536.26,Bank Transfer,22,Desktop,Miami,0,71,11,Credit Card,0
T8239,3657,3242.6,ATM Withdrawal,15,Tablet,New York,1,80,7,Credit Card,0
T8240,1426,4837.84,Bank Transfer,20,Desktop,Los Angeles,1,60,13,Invalid Method,0
T8241,4346,3392.44,Bank Transfer,20,Mobile,Chicago,4,72,4,Debit Card,1
T8242,2471,,Bank Transfer,20,Tablet,Seattle,2,26,8,Credit Card,0
T8243,3949,2174.8,Bill Payment,6,Desktop,New York,4,28,14,UPI,0
T8244,1941,4489.86,POS Payment,23,Desktop,,0,13,3,Net Banking,0
T8245,2907,1029.4,Online Purchase,21,Desktop,Chicago,1,102,4,Credit Card,0
T8246,1741,593.93,Bank Transfer,16,Desktop,New York,1,86,9,Debit Card,0
T8247,2392,3514.09,POS Payment,16,Mobile,Chicago,0,79,9,UPI,0
T8248,2243,1860.18,Online Purchase,17,Tablet,Seattle,1,71,5,Invalid Method,0
T8249,2600,1591.85,POS Payment,5,Desktop,San Francisco,3,10,6,,0
T8250,4938,3358.05,Bank Transfer,8,Mobile,Chicago,3,34,8,Net Banking,0
T8251,2255,1670.75,POS Payment,15,Desktop,,4,77,2,Credit Card,0
T8252,1327,2864.93,POS Payment,7,Tablet,Miami,0,85,11,Invalid Method,0
T8253,2466,1500.78,POS Payment,18,Mobile,Boston,0,116,6,Invalid Method,0
T8254,3099,3919.87,Bank Transfer,5,Tablet,Miami,0,57,8,Debit Card,0
T8255,4957,1565.38,ATM Withdrawal,15,Desktop,,0,56,14,Net Banking,0
T8256,2966,2677.3,ATM Withdrawal,17,Mobile,Chicago,3,13,14,Invalid Method,0
T8257,1375,120.76,POS Payment,21,Tablet,Los Angeles,3,30,10,Debit Card,0
T8258,1262,3959.7,Bank Transfer,12,Tablet,,2,65,4,Debit Card,0
T8259,1266,3103.59,POS Payment,4,Mobile,Chicago,2,66,9,Credit Card,0
T8260,3406,965.22,ATM Withdrawal,23,Desktop,Houston,4,81,11,Net Banking,0
T8261,4388,1080.79,Bill Payment,9,Tablet,San Francisco,4,39,2,Debit Card,0
T8262,4395,1316.15,Bill Payment,22,Desktop,Seattle,1,8,5,UPI,0
T8263,2944,2884.77,POS Payment,1,Desktop,San Francisco,2,88,4,Debit Card,0
T8264,4979,2743.84,ATM Withdrawal,7,Mobile,Miami,3,115,12,Net Banking,0
T8265,4737,1372.95,Bill Payment,17,Tablet,,3,3,6,Credit Card,0
T8266,2893,3471.84,Bill Payment,13,Desktop,New York,3,59,5,Net Banking,0
T8267,2901,4445.76,POS Payment,5,Mobile,San Francisco,1,87,11,Net Banking,0
T8268,3699,222.36,POS Payment,3,Tablet,New York,0,50,14,Credit Card,0
T8269,4634,2088.9,ATM Withdrawal,22,Mobile,Miami,2,79,6,Debit Card,0
T8270,2652,2969.63,Online Purchase,7,Mobile,Miami,2,62,8,Debit Card,0
T8271,2444,2934.24,Bill Payment,0,Tablet,Seattle,2,14,13,Net Banking,0
T8272,1045,102.58,Online Purchase,15,Desktop,San Francisco,3,38,12,Net Banking,0
T8273,4892,1056.78,Bill Payment,3,Desktop,Seattle,3,103,10,Debit Card,0
T8274,1599,313.84,Bill Payment,23,Desktop,Miami,3,38,5,Credit Card,1
T8275,1719,2846.98,Bill Payment,10,,Chicago,1,44,3,Debit Card,0
T8276,2912,3228.72,POS Payment,22,Tablet,Seattle,4,23,12,,0
T8277,2292,802.91,Online Purchase,16,Mobile,Seattle,3,58,3,Debit Card,0
T8278,1600,1668.39,Bank Transfer,3,Tablet,Los Angeles,2,100,10,Net Banking,0
T8279,1380,1652.37,POS Payment,15,Mobile,Seattle,1,77,14,UPI,0
T8280,1117,4099.91,Bill Payment,19,,Seattle,3,112,2,Debit Card,0
T8281,4637,977.32,Online Purchase,12,Mobile,New York,2,77,6,Credit Card,0
T8282,3163,2743.83,Online Purchase,11,Tablet,Los Angeles,4,18,10,Invalid Method,0
T8283,4701,3915.76,ATM Withdrawal,21,Mobile,Seattle,3,105,12,Credit Card,0
T8284,1259,4148.74,POS Payment,6,Desktop,Houston,2,54,3,Credit Card,0
T8285,2098,3334.5,Bank Transfer,12,Mobile,Miami,1,45,2,Credit Card,1
T8286,2503,1501.14,ATM Withdrawal,6,Tablet,Los Angeles,3,30,12,Net Banking,0
T8287,3352,4116.12,Online Purchase,23,Tablet,San Francisco,2,7,11,Net Banking,0
T8288,3054,3712.12,ATM Withdrawal,5,Mobile,Boston,2,86,5,UPI,0
T8289,1365,3523.82,Bill Payment,16,Tablet,Chicago,2,42,11,UPI,0
T8290,2657,341.34,POS Payment,23,Mobile,Los Angeles,1,57,14,Credit Card,0
T8291,3570,221.11,Bank Transfer,22,Mobile,Boston,4,35,6,Net Banking,0
T8292,4419,3478.35,Bank Transfer,13,Mobile,San Francisco,4,79,8,Debit Card,0
T8293,2461,4724.25,Online Purchase,6,Tablet,Los Angeles,3,100,8,UPI,0
T8294,3024,3869.75,ATM Withdrawal,17,Tablet,Seattle,3,34,5,Debit Card,0
T8295,4286,4158.22,Bank Transfer,0,Desktop,Seattle,4,77,13,Credit Card,0
T8296,3476,2727.19,Bank Transfer,16,Mobile,New York,2,108,8,Debit Card,0
T8297,1790,1526.41,Bill Payment,19,Mobile,Seattle,2,3,12,Credit Card,0
T8298,4569,3390.3,Bill Payment,4,Tablet,Miami,1,53,5,Credit Card,1
T8299,4611,3561.29,Online Purchase,10,Tablet,Houston,1,22,11,Credit Card,0
T8300,1746,3378.41,ATM Withdrawal,14,Mobile,New York,0,94,7,Credit Card,0
T8301,3414,4733.81,Bill Payment,20,Tablet,,2,44,2,Net Banking,0
T8302,1312,1839.06,ATM Withdrawal,12,Tablet,San Francisco,0,13,7,Debit Card,0
T8303,1537,203.09,Online Purchase,3,Tablet,San Francisco,3,74,5,Credit Card,0
T8304,1920,4542.68,POS Payment,1,Desktop,Los Angeles,0,8,2,Debit Card,0
T8305,2077,806.69,Online Purchase,20,Tablet,Los Angeles,4,31,2,Credit Card,0
T8306,4612,3488.11,POS Payment,6,Mobile,San Francisco,0,86,13,UPI,0
T8307,2490,4366.66,Bill Payment,14,Mobile,Houston,4,37,4,UPI,0
T8308,3912,1554.16,Bank Transfer,9,Mobile,Houston,1,34,8,Credit Card,0
T8309,4235,4152.92,Online Purchase,19,Mobile,Boston,3,117,2,UPI,0
T8310,3829,1663.63,ATM Withdrawal,22,Mobile,Miami,2,50,3,,0
T8311,3381,3972.32,ATM Withdrawal,12,Desktop,Houston,0,60,9,Debit Card,0
T8312,4618,353.8,POS Payment,0,Desktop,Seattle,3,103,13,Net Banking,0
T8313,1797,3277.94,ATM Withdrawal,23,Desktop,Seattle,2,35,7,Debit Card,0
T8314,1347,3387.3,Bill Payment,9,Mobile,Houston,0,90,5,Debit Card,0
T8315,1272,2459.67,POS Payment,3,Desktop,New York,3,47,7,UPI,1
T8316,4010,3437.02,Bank Transfer,2,Tablet,Miami,0,72,6,UPI,1
T8317,1719,4616.3,Online Purchase,2,Tablet,Boston,2,20,1,UPI,0
T8318,2773,3670.6,POS Payment,9,Mobile,Seattle,3,79,12,Debit Card,0
T8319,4485,4806.67,Bill Payment,23,Tablet,Houston,1,6,4,Credit Card,0
T8320,3547,,POS Payment,14,Tablet,Chicago,4,49,14,Debit Card,0
T8321,4164,2643.81,Bill Payment,12,Desktop,Seattle,1,19,7,Debit Card,0
T8322,1684,1322.37,POS Payment,14,Tablet,Seattle,1,102,10,UPI,0
T8323,3126,4928.08,POS Payment,13,Desktop,New York,4,104,4,Credit Card,0
T8324,1621,280.41,Bank Transfer,18,Desktop,Houston,2,70,5,Net Banking,0
T8325,3039,1796.31,POS Payment,,Desktop,Boston,4,79,7,Debit Card,0
T8326,4288,1492,Bill Payment,23,Mobile,Houston,3,28,13,Credit Card,0
T8327,1946,1935.63,POS Payment,6,Desktop,Houston,0,33,1,Credit Card,0
T8328,3405,4589,ATM Withdrawal,11,Desktop,Seattle,3,30,5,Net Banking,0
T8329,3665,1843.35,Bank Transfer,19,Desktop,Boston,1,1,4,Credit Card,0
T8330,1506,4585.3,Bill Payment,21,Mobile,Miami,0,66,9,UPI,0
T8331,2582,49997.8,Online Purchase,23,Tablet,Los Angeles,2,104,6,Debit Card,0
T8332,4252,4274.57,POS Payment,23,Tablet,Boston,1,103,1,UPI,0
T8333,3623,2611.14,Bill Payment,,Mobile,Chicago,0,86,5,Debit Card,0
T8334,4317,1560.21,ATM Withdrawal,2,Desktop,San Francisco,3,51,12,Credit Card,0
T8335,1243,2249.5,POS Payment,15,Tablet,Los Angeles,0,72,6,Net Banking,0
T8336,1505,2124.78,ATM Withdrawal,7,Desktop,Chicago,4,43,3,Debit Card,0
T8337,1421,1303.27,POS Payment,15,Desktop,Miami,4,118,9,Credit Card,0
T8338,4391,1451.75,POS Payment,8,Tablet,Chicago,0,96,12,Debit Card,0
T8339,4158,936.34,Online Purchase,18,Tablet,Houston,4,73,4,Credit Card,0
T8340,3264,1683.32,Online Purchase,17,Desktop,Los Angeles,3,11,3,Debit Card,0
T8341,4561,3123.91,ATM Withdrawal,20,Tablet,Chicago,1,51,2,Net Banking,1
T8342,4590,1935.86,Bank Transfer,,Tablet,Chicago,3,50,5,Net Banking,0
T8343,4349,3563.05,POS Payment,23,Desktop,Chicago,4,59,11,Net Banking,0
T8344,2872,4934.96,Online Purchase,21,Desktop,Miami,1,55,13,UPI,0
T8345,4793,1888.62,Bank Transfer,20,Tablet,Los Angeles,1,39,1,Debit Card,0
T8346,4056,49997.8,ATM Withdrawal,3,Mobile,Los Angeles,2,118,7,Credit Card,0
T8347,2192,824.73,Bill Payment,,Tablet,Miami,1,88,4,Debit Card,0
T8348,1329,1964.12,Online Purchase,0,Desktop,Houston,3,13,6,UPI,1
T8349,1649,3635.53,POS Payment,17,Desktop,Chicago,2,108,8,Credit Card,0
T8350,2464,1090.94,Online Purchase,4,Mobile,Seattle,2,67,2,UPI,0
T8351,1390,914.36,POS Payment,19,Tablet,Miami,2,103,5,UPI,0
T8352,2519,1884.99,Online Purchase,15,Desktop,San Francisco,3,57,13,Credit Card,0
T8353,1380,4094.15,ATM Withdrawal,1,Desktop,Seattle,1,58,6,Debit Card,0
T8354,4377,3120.17,ATM Withdrawal,,Desktop,Boston,4,88,1,Net Banking,1
T8355,1741,4788.11,ATM Withdrawal,19,Desktop,Los Angeles,1,65,5,Net Banking,0
T8356,3010,4523.18,ATM Withdrawal,16,Desktop,Boston,4,89,13,Credit Card,0
T8357,1819,,ATM Withdrawal,,Mobile,San Francisco,0,93,12,Credit Card,0
T8358,1672,217.55,POS Payment,5,Tablet,,2,71,3,Debit Card,0
T8359,3560,1998.48,POS Payment,16,Tablet,Houston,1,78,13,Debit Card,0
T8360,2771,2612.79,Bill Payment,,Mobile,Los Angeles,0,50,4,Credit Card,0
T8361,3996,2580.28,ATM Withdrawal,19,Mobile,San Francisco,0,115,10,Debit Card,0
T8362,2211,674.87,Bank Transfer,10,Tablet,Los Angeles,3,58,1,Net Banking,0
T8363,1929,,POS Payment,23,Tablet,Chicago,1,61,2,Net Banking,0
T8364,2539,239.07,POS Payment,17,Mobile,Miami,3,80,4,Net Banking,0
T8365,1912,49997.8,Bill Payment,21,Mobile,New York,2,19,11,Credit Card,0
T8366,1643,4738.98,POS Payment,7,Mobile,Seattle,1,24,4,Credit Card,0
T8367,1426,582.85,Online Purchase,14,Tablet,Los Angeles,3,5,11,Credit Card,0
T8368,1501,1069.55,POS Payment,10,Mobile,Seattle,4,50,4,UPI,1
T8369,1729,453.87,Online Purchase,8,Desktop,Chicago,1,9,11,Net Banking,0
T8370,2283,4388.12,Bill Payment,2,Unknown Device,San Francisco,4,25,3,Debit Card,0
T8371,4584,4793.75,Online Purchase,10,Mobile,Miami,3,62,1,Net Banking,1
T8372,3118,1312.67,Bank Transfer,8,Mobile,New York,1,69,2,Credit Card,0
T8373,3525,1521.4,POS Payment,5,Desktop,Houston,2,43,5,,0
T8374,4249,1816.54,Bank Transfer,11,Desktop,Houston,1,25,8,UPI,0
T8375,1456,2514.81,ATM Withdrawal,23,Mobile,Los Angeles,3,67,1,Net Banking,1
T8376,3236,3413.89,Bill Payment,22,Desktop,Los Angeles,4,51,3,Debit Card,0
T8377,1290,2524.43,Bill Payment,0,Desktop,Chicago,2,12,4,Debit Card,0
T8378,4591,4755.25,POS Payment,21,Mobile,Seattle,2,58,6,Net Banking,0
T8379,4836,503.97,POS Payment,15,Mobile,Seattle,0,3,4,UPI,1
T8380,1919,3994.03,Bill Payment,12,Mobile,New York,0,18,1,Credit Card,0
T8381,3339,1675.74,POS Payment,18,Desktop,Los Angeles,1,110,8,Net Banking,0
T8382,2969,1890.85,Online Purchase,20,Tablet,San Francisco,2,105,7,UPI,0
T8383,1755,3545.6,Online Purchase,15,Mobile,Los Angeles,1,56,14,,0
T8384,2658,4647.24,Online Purchase,17,Unknown Device,Seattle,4,114,7,UPI,0
T8385,2834,3582.42,Bill Payment,13,Desktop,Houston,1,69,9,Net Banking,0
T8386,2306,3880.42,Bill Payment,18,Tablet,Boston,2,113,10,Credit Card,0
T8387,2567,3755.14,Bank Transfer,7,Desktop,New York,3,2,10,Credit Card,0
T8388,2869,1608.29,ATM Withdrawal,21,Tablet,Chicago,4,70,10,UPI,0
T8389,1376,3785.87,POS Payment,11,Mobile,New York,4,86,5,Credit Card,0
T8390,4729,,Bill Payment,10,Tablet,Seattle,3,11,8,Credit Card,1
T8391,2179,2669.33,Bank Transfer,4,Unknown Device,Los Angeles,4,100,4,UPI,0
T8392,1507,2686.1,ATM Withdrawal,15,Desktop,Los Angeles,1,117,10,,0
T8393,2436,3799.81,Online Purchase,18,Tablet,Boston,4,29,7,Debit Card,0
T8394,3575,4086.07,POS Payment,5,Tablet,Los Angeles,1,65,1,UPI,0
T8395,4426,1689.29,Bill Payment,8,Tablet,New York,0,106,12,UPI,0
T8396,1558,4008.8,Bank Transfer,1,Tablet,Los Angeles,1,97,2,Net Banking,0
T8397,4834,,Online Purchase,4,Tablet,,4,94,12,Net Banking,0
T8398,4258,1174.46,ATM Withdrawal,10,Tablet,Miami,3,108,12,Debit Card,0
T8399,4102,3586.17,Bank Transfer,23,Desktop,Miami,4,62,11,Credit Card,0
T8400,3307,936.74,ATM Withdrawal,,Desktop,Los Angeles,2,57,12,Debit Card,0
T8401,1420,,Bill Payment,20,Mobile,Houston,0,67,11,Credit Card,0
T8402,2552,2874.84,Bank Transfer,15,Tablet,Seattle,4,84,14,Credit Card,0
T8403,4622,4543.72,POS Payment,7,Mobile,New York,4,42,8,UPI,0
T8404,1303,182.12,Online Purchase,1,Desktop,Chicago,0,64,4,Credit Card,0
T8405,1941,4133.38,Bank Transfer,20,Mobile,New York,3,2,6,Debit Card,0
T8406,4110,2534.82,Bill Payment,0,Unknown Device,Seattle,1,118,12,Net Banking,0
T8407,4560,4305.17,Bill Payment,8,Desktop,New York,0,67,3,Net Banking,0
T8408,4715,4218.17,ATM Withdrawal,7,Desktop,Los Angeles,0,66,2,,0
T8409,3589,4377.06,ATM Withdrawal,19,Unknown Device,Boston,4,5,10,Credit Card,1
T8410,4741,3845.53,POS Payment,16,Desktop,San Francisco,2,103,10,UPI,0
T8411,2301,4215.75,Bill Payment,12,Mobile,Miami,2,116,11,Net Banking,0
T8412,4274,884.25,Bill Payment,12,Tablet,Seattle,1,92,4,Credit Card,0
T8413,2089,1522.75,Bill Payment,17,Desktop,San Francisco,2,21,9,,0
T8414,3155,1216.22,Online Purchase,19,Desktop,Seattle,1,11,4,Credit Card,0
T8415,3315,3713.43,Online Purchase,6,Mobile,Boston,1,15,13,UPI,0
T8416,3269,772.45,Bill Payment,6,Tablet,Chicago,1,20,13,Credit Card,0
T8417,2827,915.23,Online Purchase,8,Mobile,New York,0,13,14,UPI,0
T8418,2553,4395.43,Bill Payment,12,Desktop,Chicago,4,76,1,UPI,0
T8419,4161,3530.88,ATM Withdrawal,4,Tablet,Chicago,3,20,13,Credit Card,0
T8420,1692,4377.52,ATM Withdrawal,18,Tablet,Houston,2,82,4,Credit Card,0
T8421,1254,701.08,Online Purchase,9,Mobile,Miami,1,54,7,Credit Card,1
T8422,2478,1997.91,ATM Withdrawal,9,Mobile,Houston,0,55,3,Debit Card,1
T8423,3300,1419.34,ATM Withdrawal,14,Desktop,San Francisco,2,73,6,Net Banking,0
T8424,1256,53.36,POS Payment,18,Desktop,Miami,0,88,4,Credit Card,0
T8425,3430,1426.19,POS Payment,19,Mobile,Los Angeles,0,105,6,Net Banking,0
T8426,1441,1901.02,Bill Payment,13,,Los Angeles,0,28,14,Net Banking,0
T8427,2881,49997.8,Bank Transfer,17,Tablet,Los Angeles,2,74,10,Net Banking,0
T8428,3646,2834.61,Bank Transfer,17,Tablet,Seattle,2,101,12,Debit Card,0
T8429,2113,1918.95,POS Payment,13,Mobile,Chicago,0,50,13,Net Banking,0
T8430,4820,237.08,Bill Payment,14,Tablet,Chicago,0,28,7,Debit Card,0
T8431,3437,3521.37,POS Payment,18,,Miami,1,77,11,,0
T8432,1581,3647.75,ATM Withdrawal,15,Desktop,New York,0,81,1,Credit Card,0
T8433,4115,4173.18,Bill Payment,2,Desktop,Seattle,3,64,14,UPI,0
T8434,2735,2430.28,Bill Payment,3,Tablet,Miami,0,105,14,UPI,0
T8435,4735,4843.45,Bank Transfer,0,Desktop,Houston,3,103,10,Credit Card,0
T8436,3645,4570.75,Bank Transfer,6,Tablet,Houston,1,18,9,UPI,1
T8437,1018,,Bank Transfer,4,Desktop,Seattle,1,35,8,UPI,0
T8438,2124,2227.53,Online Purchase,16,Mobile,Houston,4,116,3,Debit Card,0
T8439,4985,20.16,ATM Withdrawal,20,Desktop,Houston,0,77,3,Net Banking,0
T8440,3654,3556.42,ATM Withdrawal,19,Tablet,Chicago,0,17,7,Credit Card,0
T8441,4837,2826.95,ATM Withdrawal,23,Desktop,Houston,2,26,9,UPI,0
T8442,2380,4688.03,ATM Withdrawal,6,Mobile,San Francisco,3,68,3,Credit Card,0
T8443,2565,2973.19,ATM Withdrawal,1,Tablet,Chicago,2,31,3,Debit Card,0
T8444,4832,4964.32,ATM Withdrawal,9,Mobile,New York,1,93,1,UPI,0
T8445,3080,4269.83,Online Purchase,23,Unknown Device,,0,75,7,Debit Card,0
T8446,2993,4768.22,Bill Payment,23,Tablet,Chicago,2,13,8,,0
T8447,4300,1641.68,Bank Transfer,16,Mobile,Chicago,1,74,1,Net Banking,0
T8448,2547,750.93,Bank Transfer,9,Desktop,Seattle,2,109,3,Credit Card,0
T8449,4701,3985.38,Bank Transfer,9,Tablet,Miami,2,26,13,Credit Card,0
T8450,1861,3932.05,ATM Withdrawal,21,Tablet,San Francisco,3,76,11,UPI,0
T8451,1154,1061.19,Bank Transfer,8,Tablet,Houston,0,24,11,Debit Card,0
T8452,4494,3824.9,Online Purchase,14,Tablet,New York,4,68,1,UPI,0
T8453,1904,2911.96,ATM Withdrawal,13,Desktop,Los Angeles,4,54,13,UPI,0
T8454,2269,552.08,ATM Withdrawal,15,Desktop,Seattle,3,25,13,Net Banking,0
T8455,1404,49997.8,Online Purchase,8,Tablet,Miami,0,54,4,Net Banking,0
T8456,1843,4656.03,Bill Payment,0,Desktop,Boston,0,6,5,Debit Card,0
T8457,2782,2534.76,Online Purchase,19,Tablet,Boston,1,48,2,Net Banking,0
T8458,2564,3944.55,Online Purchase,6,Unknown Device,San Francisco,0,44,6,Credit Card,0
T8459,2184,149.41,Online Purchase,3,Desktop,New York,1,118,3,Debit Card,0
T8460,1746,3641.77,Bill Payment,23,Desktop,Houston,0,58,11,UPI,0
T8461,2725,4734.45,Bank Transfer,8,,Miami,1,15,9,Debit Card,0
T8462,4188,2500.14,Online Purchase,1,Desktop,Los Angeles,2,51,3,UPI,0
T8463,1270,1691.86,ATM Withdrawal,14,Desktop,Miami,3,57,14,UPI,0
T8464,1769,3235.02,Bank Transfer,17,Tablet,Houston,2,9,10,,1
T8465,2715,4581.72,Bank Transfer,6,,Miami,1,115,5,Credit Card,0
T8466,2510,887.96,POS Payment,19,,Los Angeles,2,95,11,UPI,0
T8467,4956,2021.45,Online Purchase,23,,,0,26,4,,0
T8468,1171,785.67,Bank Transfer,11,Mobile,San Francisco,1,96,11,Debit Card,0
T8469,1273,2485.79,ATM Withdrawal,23,,San Francisco,4,29,4,Credit Card,0
T8470,3306,2704.41,Bill Payment,8,Desktop,Miami,4,61,7,UPI,0
T8471,2158,4721.3,Bill Payment,15,Tablet,Miami,1,75,4,UPI,0
T8472,2706,2065.51,Bank Transfer,11,Mobile,Miami,2,66,14,UPI,0
T8473,4793,2836.95,Bill Payment,10,Mobile,Los Angeles,0,85,6,Debit Card,0
T8474,2771,4426.89,POS Payment,2,Desktop,Seattle,3,63,13,Debit Card,0
T8475,1421,1610.42,Bill Payment,17,Mobile,Houston,0,27,4,Net Banking,0
T8476,2444,3372.45,Bill Payment,,Desktop,Los Angeles,1,82,12,UPI,0
T8477,2209,3787.02,Bill Payment,22,Tablet,New York,3,43,11,Credit Card,1
T8478,3411,1655.99,ATM Withdrawal,13,Mobile,Boston,0,45,8,Credit Card,0
T8479,4678,825.88,POS Payment,18,Mobile,New York,3,34,6,Debit Card,0
T8480,3425,2517.03,POS Payment,0,,Seattle,2,111,12,Invalid Method,0
T8481,4594,1787.22,Bill Payment,9,Desktop,San Francisco,2,51,13,Net Banking,0
T8482,1579,1335.98,Bank Transfer,22,Mobile,,3,34,9,UPI,0
T8483,1890,4867.24,ATM Withdrawal,9,Tablet,Boston,2,65,4,Debit Card,1
T8484,1721,2513.25,Bank Transfer,10,Mobile,Boston,2,9,11,,0
T8485,4267,4283.11,Online Purchase,4,,,0,40,4,Debit Card,0
T8486,1880,980.61,ATM Withdrawal,,Mobile,Houston,3,107,3,Debit Card,1
T8487,2121,4697.52,Bill Payment,21,Desktop,Seattle,0,45,10,Debit Card,0
T8488,3652,3973.19,ATM Withdrawal,3,Mobile,Chicago,1,96,5,UPI,1
T8489,3007,4044.42,ATM Withdrawal,7,Tablet,Seattle,2,2,12,Credit Card,0
T8490,3069,1951.88,Bank Transfer,7,Mobile,,3,32,6,Invalid Method,0
T8491,2473,2430.76,Online Purchase,19,Desktop,Houston,1,47,1,Credit Card,0
T8492,4243,2968.8,ATM Withdrawal,0,Desktop,Houston,4,10,14,Credit Card,0
T8493,1382,3949.88,Online Purchase,12,Tablet,Seattle,0,73,13,Debit Card,0
T8494,3181,4246.04,Online Purchase,,Tablet,Chicago,2,50,3,Net Banking,0
T8495,2449,394.84,Bank Transfer,21,Mobile,New York,2,18,6,Credit Card,0
T8496,4096,4520.79,Bank Transfer,19,Mobile,Boston,4,77,13,Credit Card,0
T8497,3550,4687.8,Bill Payment,10,Mobile,Seattle,0,35,6,Credit Card,0
T8498,4256,2966.47,Bill Payment,2,Desktop,Chicago,1,35,14,Debit Card,0
T8499,4156,937.82,ATM Withdrawal,0,Tablet,Chicago,1,116,7,Debit Card,0
T8500,2590,4092.98,Bill Payment,4,Desktop,Boston,4,106,8,UPI,0
T8501,2786,2745.2,Bank Transfer,17,Tablet,New York,2,62,9,Net Banking,0
T8502,1143,4086.9,Bill Payment,9,Desktop,Seattle,1,115,12,,0
T8503,2886,4074.97,Bill Payment,4,Desktop,New York,4,102,12,Debit Card,0
T8504,4981,438.21,Bill Payment,17,Desktop,New York,2,38,3,Net Banking,0
T8505,2702,3037.07,Online Purchase,23,Tablet,New York,3,35,14,Credit Card,0
T8506,2435,2418.31,Bill Payment,8,Tablet,New York,3,92,13,Debit Card,0
T8507,1223,4730.87,Bank Transfer,2,Desktop,,4,88,1,UPI,0
T8508,1219,1486.72,Online Purchase,19,Mobile,Chicago,0,97,10,UPI,0
T8509,1178,1033.97,Bill Payment,11,Tablet,Seattle,2,13,5,Credit Card,0
T8510,2654,4485.95,Bill Payment,13,Tablet,Miami,3,108,9,Debit Card,0
T8511,1432,747.83,Bank Transfer,0,Desktop,Seattle,2,27,4,Debit Card,0
T8512,1264,3434.16,ATM Withdrawal,0,Tablet,Seattle,0,105,12,Credit Card,0
T8513,1953,1503.6,Bank Transfer,0,,Seattle,1,85,2,Debit Card,0
T8514,1428,2841.39,POS Payment,14,Tablet,San Francisco,2,4,11,Credit Card,0
T8515,4733,49997.8,Bank Transfer,23,Desktop,Los Angeles,0,68,7,Net Banking,0
T8516,3463,2089.76,ATM Withdrawal,0,Desktop,San Francisco,1,28,11,UPI,0
T8517,4524,4874.95,Bank Transfer,2,Tablet,San Francisco,1,10,6,UPI,0
T8518,3774,,Online Purchase,21,Tablet,,2,112,14,Net Banking,0
T8519,3244,1960.04,Online Purchase,11,Mobile,Los Angeles,2,108,2,UPI,0
T8520,2577,2154.82,Bank Transfer,1,Tablet,Miami,2,110,13,Invalid Method,0
T8521,4124,3157.08,Online Purchase,9,Desktop,Chicago,2,66,6,Debit Card,0
T8522,1479,2039.26,ATM Withdrawal,3,Desktop,Los Angeles,3,66,5,Net Banking,0
T8523,4514,489.69,POS Payment,5,Mobile,Boston,1,115,7,UPI,0
T8524,2353,4737.41,POS Payment,7,Tablet,San Francisco,2,107,4,Debit Card,0
T8525,4322,2083.32,ATM Withdrawal,13,Tablet,San Francisco,2,47,1,UPI,0
T8526,4878,1716.66,Bill Payment,12,Tablet,San Francisco,4,69,9,Net Banking,0
T8527,1889,2236.38,Bill Payment,3,Mobile,Chicago,2,5,3,UPI,0
T8528,4854,1086.9,POS Payment,14,,Houston,4,32,13,UPI,0
